-176.37
-159.52
-142.13
-124.35
-107.63
-90.54
-73.62
-56.13
-39.41
-22.52
-5.27
11.63
28.93
45.76
63.08
79.91
96.97
113.95
131.34
148.49
166.08



-168.76
-150.31
-130.13
-111.54
-93.19
-74.18
-54.68
-37.15
-18.01
1.34
18.82
38.64
57.88
76.48
95.2
113.27
133.32
153.1
172.08
